Date,Close,High,Low,Open,Volume,Ticker
,GOOGL,GOOGL,GOOGL,GOOGL,GOOGL,
2004-08-19,2.492180347442627,2.5845753813544885,2.3833924897422736,2.4837361832747717,893181924,GOOGL
2004-08-20,2.690134048461914,2.7092594852575287,2.496154641777937,2.5088219544888006,456686856,GOOGL
2004-08-23,2.717207193374634,2.8185435563368904,2.7085140934436494,2.7507379921148813,365122512,GOOGL
2004-08-24,2.604693651199341,2.7718497936549373,2.5724056328047977,2.7629082304989256,304946748,GOOGL
2004-08-25,2.632760524749756,2.6824352159139915,2.580105470430996,2.6069296853443533,183772044,GOOGL
2004-08-26,2.680199146270752,2.681192758442764,2.5994780366251398,2.606680600876557,141897960,GOOGL
2004-08-27,2.6364853382110596,2.6978339665622775,2.6250608099331725,2.684918428494022,124235640,GOOGL
2004-08-30,2.5336596965789795,2.6200935520992212,2.5336596965789795,2.614877975060048,103935960,GOOGL
2004-08-31,2.542600631713867,2.57588225987394,2.5373850554790387,2.540861869671604,98357544,GOOGL
2004-09-01,2.489945888519287,2.557503475252065,2.4755398125387496,2.5507971250653956,182765052,GOOGL
2004-09-02,2.521240234375,2.5426006469681823,2.4574084053057876,2.463617593692112,302373324,GOOGL
2004-09-03,2.4839847087860107,2.526953050986558,2.466846259800643,2.507331399830005,103048848,GOOGL
2004-09-07,2.5229790210723877,2.533411120229148,2.4740497169137177,2.508821882108756,116950932,GOOGL
2004-09-08,2.5408620834350586,2.5589929622658363,2.496154740407229,2.502115703702228,99712188,GOOGL
2004-09-09,2.541110038757324,2.5510449774508652,2.5085740314798244,2.54657478745778,81234684,GOOGL
2004-09-10,2.616119384765625,2.646669587766678,2.5160246102065797,2.5234763467210923,173977848,GOOGL
2004-09-13,2.670016050338745,2.6926183003619166,2.6441852116945306,2.6484071757942558,156882960,GOOGL
2004-09-14,2.7691173553466797,2.781784668121256,2.6523812957593176,2.6687745949896304,216579204,GOOGL
2004-09-15,2.7817845344543457,2.837171961726561,2.737077195116372,2.7460187576362287,214261524,GOOGL
2004-09-16,2.830714225769043,2.8761667212638846,2.7730915774447054,2.7902290816419906,185326488,GOOGL
2004-09-17,2.9181416034698486,2.9181416034698486,2.820282986106447,2.841890679942553,189450360,GOOGL
2004-09-20,2.964587688446045,3.0202231101740926,2.9002586922592575,2.904729828909626,212575212,GOOGL
2004-09-21,2.9268345832824707,2.9909153465104477,2.9186384074514207,2.975763885978008,144575280,GOOGL
2004-09-22,2.940246105194092,2.972287078456085,2.90125174026042,2.915906039829431,151624224,GOOGL
2004-09-23,3.0008504390716553,3.045805768945425,2.90646745980472,2.9516719617659994,170713116,GOOGL
2004-09-24,2.9762611389160156,3.0823168699369887,2.974522376844617,3.0038307401920843,182469348,GOOGL
2004-09-27,2.9372661113739014,3.0023402583964685,2.9258413454899053,2.969555077616707,141322536,GOOGL
2004-09-28,3.1508679389953613,3.1642796918874967,2.9856990241788686,3.012772411946521,338581080,GOOGL
2004-09-29,3.255681276321411,3.353540839313331,3.1352204074781462,3.1468941086660935,610329060,GOOGL
2004-09-30,3.218921661376953,3.2859830272326547,3.2040193722619024,3.2263733975111304,275160564,GOOGL
2004-10-01,3.2929375171661377,3.3341670988494236,3.2015360807227546,3.2487266256523477,302497200,GOOGL
2004-10-04,3.354534149169922,3.399489480934348,3.32895153392042,3.359253511299344,260455284,GOOGL
2004-10-05,3.4367458820343018,3.4407198573703504,3.2844922716587877,3.3445990627201807,299464236,GOOGL
2004-10-06,3.4047048091888428,3.438732770652092,3.3778805947584982,3.4163787459270516,267628104,GOOGL
2004-10-07,3.4486677646636963,3.474250378461884,3.391541337507568,3.4007308891470958,282301416,GOOGL
2004-10-08,3.4208502769470215,3.4692824252363446,3.403215611971922,3.4454385711550963,221390388,GOOGL
2004-10-11,3.359501600265503,3.4489160456385233,3.3244812087038986,3.4027179314614733,209442348,GOOGL
2004-10-12,3.4126529693603516,3.417869729103067,3.3133035827151986,3.3391344232429385,233310456,GOOGL
2004-10-13,3.499584436416626,3.565403024706739,3.479218343285372,3.5596912332419244,395324280,GOOGL
2004-10-14,3.5269055366516113,3.5363430768667006,3.441464124692548,3.5023162992845434,208842948,GOOGL
2004-10-15,3.5793113708496094,3.6138355456147058,3.525662707194835,3.599678643897275,263895840,GOOGL
2004-10-18,3.7047412395477295,3.70573461513288,3.5072840606159144,3.556710766690122,280726992,GOOGL
2004-10-19,3.674438953399658,3.785213809804792,3.6597846533865988,3.7380225576998907,362197440,GOOGL
2004-10-20,3.48940110206604,3.700518019366255,3.4672953012152368,3.676674166221495,454453092,GOOGL
2004-10-21,3.710204839706421,3.7288328789042864,3.5174670335148313,3.586515388255041,582996420,GOOGL
2004-10-22,4.282706260681152,4.474947864337886,4.075314141133805,4.235763939727971,1474200324,GOOGL
2004-10-25,4.654521942138672,4.829128399804525,4.285686665228776,4.381310065006793,1309257432,GOOGL
